Nom,Domaine,Périodicité,Mois,Coordonnees,Commune,Region,Code postal,Creation
Festival itinérances d’alès,Cinéma,Annuelle,Mars,"44.1250099126,4.08828501262",Ales,Occitanie,30100,1983
Festival géo condé rencontres,Théâtre,Biennale,Avril,"48.6901995499,6.17588254434",Nancy,Grand Est,54000,
Danse de tous les sens,Danse,Annuelle,Mai,"48.8957800281,-0.193401711782",Falaise,Normandie,14700,
"Anduze à l'envers, festival avec envie!",Théâtre,Biennale,Mai,"44.0507893674,3.97484165309",Anduze,Occitanie,30140,
Fête du chapiteau bleu,Théâtre,Annuelle,Juin,"48.9784304121,2.55468501543",Tremblay En France,Île-de-France,93290,
Lez'arts de la rue,Danse,Annuelle,Juin,"43.6534300414,0.575190250459",Auch,Occitanie,32000,2004
Festival eclats de voix a auch,Musique,Annuelle,Juin,"43.6534300414,0.575190250459",Auch,Occitanie,32000,1998
La rue est à amiens,Théâtre,Annuelle,Juin,"49.9009532186,2.29007445539",Amiens,Hauts-de-France,80000,
Et 20 l'été,Théâtre,Annuelle,Juin,"48.8626304852,2.33629344655",Paris,Île-de-France,75001,
Festival canalissimo,Théâtre,Annuelle,Juin,"43.301736727,3.3476310741",Portiragnes,Occitanie,34420,2009
Jeux d'eau,Musique,Annuelle,Juin,"47.71227944,2.66549550204",Gien,Centre-Val de Loire,45500,
Jazz à gomené,Musique,Annuelle,Juin,"48.1798510762,-2.49181773591",Gomene,Bretagne,22230,
Dixie days festival,Musique,Annuelle,Juin,"49.5101291317,0.0779770948409",Ste Adresse,Normandie,76310,
Les guitares,Musique,Annuelle,Novembre,"45.7707704179,4.88845817426",Villeurbanne,Auvergne-Rhône-Alpes,69100,1989
Festival street punk ink mas party,Musique,Annuelle,Novembre,"48.5149806053,-2.76154552773",St Brieuc,Bretagne,22000,2017
Festival entrevues de belfort,Cinéma,Annuelle,Novembre,"47.6471539414,6.84541206237",Belfort,Bourgogne-Franche-Comté,90000,1986
Le pere noel est-il un rocker ?,Musique,Annuelle,Novembre,"50.6317183168,3.04783272312",Lille,Hauts-de-France,59160,1995
Sun art,Divers,Annuelle,Novembre,"43.5360708378,5.39857444582",Aix En Provence,Provence-Alpes-Côte d'Azur,13290,2008
Bazr,Musique,Annuelle,Decembre,"43.3917705831,3.64705148296",Sete,Occitanie,34200,2015
"Pianos, pianos",Musique,Annuelle,Decembre,"48.8626304852,2.33629344655",Paris,Île-de-France,75001,2018
Les soirees de saint marc,Théâtre,Annuelle,Aout,"43.5561849254,5.52206993794",St Marc Jaumegarde,Provence-Alpes-Côte d'Azur,13100,2017
Le livre sur la place,Livre,Annuelle,Septembre,"48.6901995499,6.17588254434",Nancy,Grand Est,54000,1979
Musicalarue,Musique,Annuelle,Aout,"44.2207948584,-0.515670146445",Luxey,Nouvelle-Aquitaine,40430,1990
Festival de théâtre de noirmoutier,Théâtre,Annuelle,Aout,"47.0086655085,-2.26243620205",Noirmoutier En L Ile,Pays de la Loire,85330,1993
Semaine flamenco,Musique,Annuelle,Aout,"42.7785910442,2.87687296538",Rivesaltes,Occitanie,66600,2008
Jazzitudes,Musique,Annuelle,Aout,"49.1466628463,0.238274840452",Lisieux,Normandie,14100,1999
Big bang festival,Divers,Annuelle,Juin,"44.8832620816,-0.784239883546",St Medard En Jalles,Nouvelle-Aquitaine,33160,2016
Le printemps des arts de la rue en pays des abers,Théâtre,Annuelle,Mai,"48.5330700302,-4.38126617487",Le Drennec,Bretagne,29860,2006
Festival caméra des champs,Cinéma,Annuelle,Mai,"49.1209779475,5.87272709272",Ville Sur Yron,Grand Est,54800,1999
Festival jean de la fontaine,Théâtre,Annuelle,Mai,"49.0564070801,3.38160004843",Chateau Thierry,Hauts-de-France,02400,1991
Nuit du blues a caen,Musique,Annuelle,Mai,"49.1847936737,-0.369801713036",Caen,Normandie,14000,1996
Au pays des amplis,Musique,Annuelle,Mai,"46.0791346715,5.76591818163",Billiat,Auvergne-Rhône-Alpes,01200,2014
D'jazz dans la ville,Musique,Annuelle,Mai,"47.3229437965,5.03788805877",Dijon,Bourgogne-Franche-Comté,21000,
Rosé nuits d'été,Divers,Annuelle,Juin,"45.2605536513,5.34184461228",Chasselay,Auvergne-Rhône-Alpes,38470,2013
Les rencontres des arts fous,Musique,Bi-Annuelle,Mai,"45.9830753407,-1.07700521801",Fouras,Nouvelle-Aquitaine,17450,2008
Festival guitare vallee,Musique,Annuelle,Janvier,"45.5232368969,4.61000981421",Rive De Gier,Auvergne-Rhône-Alpes,42800,2003
Jazz in rosko,Musique,Annuelle,Mai,"48.7123362901,-3.989722876",Roscoff,Bretagne,29680,
Festival so film,Cinéma,Annuelle,Juin,"47.2316356767,-1.54831008605",Nantes,Pays de la Loire,44200,2015
Différents 11 ! l'autre cinéma espagnol - paris,Cinéma,Annuelle,Juin,"48.8626304852,2.33629344655",Paris,Île-de-France,75001,
Jazzin'cheverny,Musique,Annuelle,Juin,"47.4773814435,1.45430435221",Cheverny,Centre-Val de Loire,41700,2007
Folk à la ferme,Musique,Annuelle,Juin,"48.7470359922,2.52528049019",Boissy St Leger,Île-de-France,94470,
In voce veritas,Musique,Annuelle,Mars,"48.7942723344,0.838965152911",Francheville,Normandie,27160,2017
Journée du livre politique,Livre,Annuelle,Mars,"48.8626304852,2.33629344655",Paris,Île-de-France,75001,1992
Oooh! le festival,Musique,Annuelle,Mars,"50.6432478699,3.1087677878",Mons En Barœul,Hauts-de-France,59370,2019
Festival paris – berlin – madrid,Cinéma,Annuelle,Mars,"48.8626304852,2.33629344655",Paris,Île-de-France,75001,1992
Bazarnaom d'hiver,Théâtre,Biennale,Fevrier,"49.1847936737,-0.369801713036",Caen,Normandie,14000,
Festival de choro,Musique,Annuelle,Mars,"48.8626304852,2.33629344655",Paris,Île-de-France,75001,2005
A vaulx jazz,Musique,Annuelle,Mars,"45.7858821061,4.92637767698",Vaulx En Velin,Auvergne-Rhône-Alpes,69120,1990
Folle nuit du folk,Musique,Annuelle,Mars,"47.5829832487,1.78891907492",La Marolle En Sologne,Centre-Val de Loire,41210,
Jeunes gens modernes,Théâtre,Annuelle,Janvier,"47.8828634214,1.91610357477",Orleans,Centre-Val de Loire,45100,2019
Ciné junior – festival de cinéma jeunes publics en val-de-marne,Cinéma,Annuelle,Fevrier,"48.7837401836,2.45463530415",Creteil,Île-de-France,94000,1991
Cuba hoy - terre de rencontres,Musique,Annuelle,Fevrier,"43.5963814303,1.43167293364",Toulouse,Occitanie,31300,1998
Fup / festival d'humour de paris,Théâtre,Annuelle,Fevrier,"48.8626304852,2.33629344655",Paris,Île-de-France,75001,2016
Mines de jazz,Musique,Annuelle,Avril,"44.567273002,2.25243853064",Decazeville,Occitanie,12300,2003
La meuh folle,Musique,Annuelle,Avril,"44.1250099126,4.08828501262",Ales,Occitanie,30100,2004
Escale du livre,Livre,Annuelle,Avril,"44.8572445351,-0.57369678116",Bordeaux,Nouvelle-Aquitaine,33000,
Seiwa festival,Musique,Annuelle,Avril,"47.8049042408,-4.2597485124",Treffiagat,Bretagne,29730,
Festival les arlequins,Théâtre,Annuelle,Avril,"47.0454402992,-0.877886189605",Cholet,Pays de la Loire,49300,1987
Bain de blues,Musique,Annuelle,Avril,"47.8302948158,-1.67649507218",Bain De Bretagne,Bretagne,35470,2007
Don jigi fest,Musique,Annuelle,Mai,"48.1140815063,-1.19370720718",Vitre,Bretagne,35500,2012
Festival kleg (en arwen),Musique,Annuelle,Mai,"48.1278326906,-3.0634223364",Cleguerec,Bretagne,56480,1986
Peacock society,Musique,Annuelle,Juillet,"48.8626304852,2.33629344655",Paris,Île-de-France,75001,2013
Festival en othe,Musique,Annuelle,Juillet,"48.1975745771,3.73632794113",Aix En Othe,Grand Est,10190,1991
Rencontres d'été de villeneuve lez avignon,Théâtre,Annuelle,Juillet,"43.9771673582,4.79466040665",Villeneuve Lez Avignon,Occitanie,30400,1974
Treteaux de nuit,Théâtre,Annuelle,Juillet,"43.879393265,5.38921757843",Apt,Provence-Alpes-Côte d'Azur,84400,1993
Ecaussystème,Musique,Annuelle,Juillet,"44.9899523314,1.46272754104",Gignac,Occitanie,46600,2003
Festival de saintes,Musique,Annuelle,Juillet,"45.7422300162,-0.649623035643",Saintes,Nouvelle-Aquitaine,17100,1972
Autres rivages,Musique,Annuelle,Juillet,"43.844938394,4.34806796996",Nimes,Occitanie,30900,1996
La ! c'est de la musique,Musique,Annuelle,Juillet,"43.9352448339,4.84071572505",Avignon,Provence-Alpes-Côte d'Azur,84140,2016
Chalon dans la rue,Théâtre,Annuelle,Juillet,"46.7900288793,4.85191555008",Chalon Sur Saone,Bourgogne-Franche-Comté,71100,1987
Hauts de garonne,Musique,Annuelle,Juillet,"44.8548325665,-0.521018807062",Cenon,Nouvelle-Aquitaine,33150,1993
Festival d’avignon,Théâtre,Annuelle,Juillet,"43.9352448339,4.84071572505",Avignon,Provence-Alpes-Côte d'Azur,84140,1947
Jazzpote,Musique,Annuelle,Juillet,"49.3759716201,6.12928314217",Thionville,Grand Est,57100,2005
Pause guitare,Musique,Annuelle,Juillet,"43.9258213622,2.14686328555",Albi,Occitanie,81000,1997
Éclats de cirque,Théâtre,Annuelle,Juin,"45.7699284397,4.82922464978",Lyon,Auvergne-Rhône-Alpes,69001,
Saint-omer jaaz festival,Musique,Annuelle,Juillet,"50.7679781717,2.26334881482",St Omer,Hauts-de-France,62500,2015
Les baroquiales,Musique,Annuelle,Juillet,"43.8844607415,7.44794904955",Sospel,Provence-Alpes-Côte d'Azur,06380,2010
Live au campo,Musique,Annuelle,Juillet,"42.6965954131,2.89936953979",Perpignan,Occitanie,66000,2016
Festival international de folklore a port sur saone,Musique,Annuelle,Juillet,"47.692500452,6.03302774909",Port Sur Saone,Bourgogne-Franche-Comté,70170,1990
Avignon jazz festival,Musique,Annuelle,Aout,"43.9352448339,4.84071572505",Avignon,Provence-Alpes-Côte d'Azur,84140,1992
Rock au château,Musique,Annuelle,Aout,"47.559065822,6.42909523129",Villersexel,Bourgogne-Franche-Comté,70110,2015
Viens dans mon île,Musique,Annuelle,Aout,"46.7093514816,-2.34712702345",L Ile D Yeu,Pays de la Loire,85350,2012
Festival aux champs,Musique,Annuelle,Aout,"45.3124205901,1.6226623783",Chanteix,Nouvelle-Aquitaine,19330,1987
Soirs au village,Musique,Annuelle,Juin,"47.9250578354,0.747660967628",St Calais,Pays de la Loire,72120,1998
Amne'zik open air festival,Musique,Annuelle,Juin,"43.3992941902,6.07740244296",Brignoles,Provence-Alpes-Côte d'Azur,83170,
Les lisztomanias de chateauroux,Musique,Annuelle,Octobre,"46.8029617828,1.69399812001",Chateauroux,Centre-Val de Loire,36000,2002
Festival international du cirque des mureaux,Théâtre,Annuelle,Octobre,"48.9888041078,1.91363448925",Les Mureaux,Île-de-France,78130,2002
Roanne table ouverte,Divers,Annuelle,Octobre,"46.0449112487,4.0797045647",Roanne,Auvergne-Rhône-Alpes,42300,2003
Circus rock festival,Théâtre,Annuelle,Septembre,"44.9261426887,5.76206988161",Susville,Auvergne-Rhône-Alpes,38350,
Festival d'humour de villard de lans,Théâtre,Annuelle,Octobre,"45.0600847837,5.54420891959",Villard De Lans,Auvergne-Rhône-Alpes,38250,1990
Taparole,Musique,Annuelle,Octobre,"48.8633175054,2.44816211857",Montreuil,Île-de-France,93100,2003
Celtomania,Musique,Annuelle,Octobre,"47.2316356767,-1.54831008605",Nantes,Pays de la Loire,44200,1990
Festival de lisledon,Musique,Annuelle,Octobre,"47.9830187489,2.70512428321",Villemandeur,Centre-Val de Loire,45700,2015
Fest hom fred,Musique,Annuelle,Octobre,"49.6936899931,2.78868757676",Roye,Hauts-de-France,80700,2013
Rockabilly festival,Musique,Annuelle,Octobre,"43.5716282319,3.83221847952",St Jean De Vedas,Occitanie,34430,2015
Cosmic groove,Musique,Annuelle,Octobre,"43.6134409138,3.86851657896",Montpellier,Occitanie,34080,2018
"Corsica.doc, festival international du film documentaire d'ajaccio",Cinéma,Annuelle,Octobre,"41.9347926638,8.70132275974",Ajaccio,Corse,20167,2008
Les vacances de monsieur haydn,Musique,Annuelle,Septembre,"46.7754623113,0.80240732874",La Roche Posay,Nouvelle-Aquitaine,86270,2005
Méditerranéo',Musique,Annuelle,Septembre,"43.529395272,1.40251955724",Portet Sur Garonne,Occitanie,31120,2005
Les emouvantes,Musique,Annuelle,Septembre,"43.2999009436,5.38227869795",Marseille,Provence-Alpes-Côte d'Azur,13001,2012
Big bag festival,Musique,Annuelle,Septembre,"42.9758668859,0.132640694318",Bagneres De Bigorre,Occitanie,65200,2014
Festival d'amérique latine de biarritz,Cinéma,Annuelle,Septembre,"43.4695847227,-1.55309857519",Biarritz,Nouvelle-Aquitaine,64200,1993
Tour du pays d'aix - tpa,Musique,Annuelle,Novembre,"43.5360708378,5.39857444582",Aix En Provence,Provence-Alpes-Côte d'Azur,13290,1998
The rockin gone party,Musique,Annuelle,Novembre,"45.2891075425,4.8312134754",St Rambert D Albon,Auvergne-Rhône-Alpes,26140,2004
Festival de musique de maguelone,Musique,Annuelle,Juin,,Villeneuve Les Maguelone,Occitanie,37750,1984
Lions metal festival,Musique,Annuelle,Juin,"46.032936055,4.22546405807",Montagny,Auvergne-Rhône-Alpes,42840,
Les z'eclectiques (collection ete),Musique,Annuelle,Juin,"47.3777256876,-0.609937724094",Chemille En Anjou,Pays de la Loire,49092,
Tournee ricard sa live music,Musique,Annuelle,Mai,"48.8626304852,2.33629344655",Paris,Île-de-France,75001,1988
Biennale des arts de la marionnette,Théâtre,Biennale,Mai,"48.8626304852,2.33629344655",Paris,Île-de-France,75001,
Jazz in arles,Musique,Annuelle,Mai,"43.5468692378,4.66215642574",Arles,Provence-Alpes-Côte d'Azur,13123,1996
La rue des artistes,Musique,Annuelle,Juin,"45.4698319517,4.50184989506",St Chamond,Auvergne-Rhône-Alpes,42400,1998
Rencontres littéraires en pays de savoie,Livre,Annuelle,Juin,"45.9309819111,6.92360096711",Chamonix Mont Blanc,Auvergne-Rhône-Alpes,74400,2001
Croix-rousse,Musique,Annuelle,Juin,"45.7699284397,4.82922464978",Lyon,Auvergne-Rhône-Alpes,69001,2008
Doc cévennes - festival international du documentaire en cévennes,Cinéma,Annuelle,Mai,"44.0428979358,3.85182045128",Lasalle,Occitanie,30460,2002
La bibliotheque parlante,Livre,Annuelle,Mai,"48.8626304852,2.33629344655",Paris,Île-de-France,75001,
Rush,Musique,Annuelle,Mai,"49.4413460103,1.09256784278",Rouen,Normandie,76000,2015
Sakifo musik festival,Musique,Annuelle,Juin,"-21.3123242427,55.4936155164",St Pierre,La Réunion,97410,2004
Bouche à oreille,Musique,Annuelle,Juin,"47.4281722672,-0.575792781781",Ste Gemmes Sur Loire,Pays de la Loire,49130,2010
Hellfest,Musique,Annuelle,Juin,"47.097896998,-1.27042598067",Clisson,Pays de la Loire,44190,2006
Europopcorn,Musique,Annuelle,Mai,"46.7945134241,5.18412548455",Mervans,Bourgogne-Franche-Comté,71310,1996
Bocksons festival,Musique,Annuelle,Mai,"47.4647367767,6.82570788244",Valentigney,Bourgogne-Franche-Comté,25700,2016
Les fanfaronnades de trentemoult,Musique,Biennale,Mai,"47.1762338904,-1.54966399893",Reze,Pays de la Loire,44400,
Aubercail,Musique,Annuelle,Mai,"48.9121722626,2.38445513768",Aubervilliers,Île-de-France,93300,2007
Catalpa festival,Musique,Annuelle,Juin,"47.793488225,3.58168281761",Auxerre,Bourgogne-Franche-Comté,89000,2012
Festival ecretteville les baons,Musique,Annuelle,Juin,"49.6297955951,0.67254078576",Ecretteville Les Baons,Normandie,76190,2011
Free sons a orlienas,Musique,Annuelle,Juin,"45.6609705564,4.72076320026",Orlienas,Auvergne-Rhône-Alpes,69530,2007
Music en ciel,Musique,Annuelle,Juin,"45.701466556,4.94882071665",St Priest,Auvergne-Rhône-Alpes,69800,2015
Fest'ille night,Musique,Annuelle,Aout,"42.6774223178,2.61639804475",Ille Sur Tet,Occitanie,66130,2011
Jazz n'bouf,Musique,Annuelle,Aout,"45.5103194255,6.81520574462",Peisey Nancroix,Auvergne-Rhône-Alpes,73210,2003
Les nuits de saint sauveur,Musique,Annuelle,Aout,"47.6390792978,3.20437842755",St  Sauveur En Puisaye,Bourgogne-Franche-Comté,89520,
En plein arts,Théâtre,Annuelle,Juillet,"44.8060817507,-0.591124592873",Talence,Nouvelle-Aquitaine,33400,2014
Ouest park festival,Musique,Annuelle,Septembre,"49.498452502,0.140153719153",Le Havre,Normandie,76610,2004
Printemps des orgues,Musique,Annuelle,Septembre,"46.4744272125,-1.49524360118",Avrille,Pays de la Loire,85440,1992
Jazz en touraine,Musique,Annuelle,Septembre,"47.3824921367,0.841267944196",Montlouis Sur Loire,Centre-Val de Loire,37270,1987
Qpn - quinzaine photographique nantaise,Arts visuels,Annuelle,Septembre,"47.2316356767,-1.54831008605",Nantes,Pays de la Loire,44200,1997
Beaulieu classic festival,Musique,Annuelle,Septembre,"43.7079039397,7.33256934881",Beaulieu Sur Mer,Provence-Alpes-Côte d'Azur,06310,2003
Patrimoine vivant,Musique,Annuelle,Septembre,"49.0564070801,3.38160004843",Chateau Thierry,Hauts-de-France,02400,1996
Festival des arts de la rue de sainte savine,Théâtre,Annuelle,Aout,"48.2963408998,4.02333022061",Ste Savine,Grand Est,10300,2002
Dehors !,Théâtre,Annuelle,Septembre,"44.8757833249,4.88408311324",Portes Les Valence,Auvergne-Rhône-Alpes,26800,
Grand coeff festival,Musique,Annuelle,Aout,"44.7609440223,-1.19293697437",Cap Ferret,Nouvelle-Aquitaine,33950,
Festival 1000 sources haute dordogne,Musique,Annuelle,Aout,"45.2731516999,1.76313875655",Tulle,Nouvelle-Aquitaine,19000,
Cuivres en fête,Musique,Annuelle,Aout,"45.8542549589,1.2487579024",Limoges,Nouvelle-Aquitaine,87280,
Festival des festivals,Cinéma,Annuelle,Aout,"46.1044773827,-0.753715269757",Surgeres,Nouvelle-Aquitaine,17700,2017
Festiv'halles,Musique,Annuelle,Aout,"47.0770713545,4.09241779804",Aze,Bourgogne-Franche-Comté,71550,2008
Le chahut vert,Théâtre,Annuelle,Aout,"49.8474299808,1.90289897698",Hornoy Le Bourg,Hauts-de-France,80640,2015
Musical ocean,Musique,Annuelle,Aout,"44.983404414,-1.10810794832",Lacanau,Nouvelle-Aquitaine,33680,2009
D'jazz au jardin,Musique,Annuelle,Juillet,"47.3229437965,5.03788805877",Dijon,Bourgogne-Franche-Comté,21000,
Celt'ilonne,Musique,Annuelle,Juillet,"46.570163703,-1.7737502368",L Ile D Olonne,Pays de la Loire,85340,
Musique au chambertin,Musique,Annuelle,Septembre,"47.2200822946,4.98301612333",Gevrey Chambertin,Bourgogne-Franche-Comté,21220,1988
Nantes metal fest,Musique,Annuelle,Decembre,"47.2316356767,-1.54831008605",Nantes,Pays de la Loire,44200,2012
Les inrocks,Musique,Annuelle,Novembre,"48.8626304852,2.33629344655",Paris,Île-de-France,75001,1988
Festival tighten up,Musique,Bi-Annuelle,Novembre,"43.2999009436,5.38227869795",Marseille,Provence-Alpes-Côte d'Azur,13001,2007
Tomorrowland winter,Musique,Annuelle,Mars,"45.0969425761,6.08474810987",Huez,Auvergne-Rhône-Alpes,38750,2019
Comment dire,Divers,Annuelle,Mars,"44.7345410468,-0.267821650496",Targon,Nouvelle-Aquitaine,33760,2008
Festival de bd d'aurillac,Livre,Annuelle,Mars,"44.9245233686,2.44162453828",Aurillac,Auvergne-Rhône-Alpes,15000,2014
Festival international du film aventure & decouverte,Cinéma,Annuelle,Avril,"45.7718876928,6.43266345275",Val D Isere,Auvergne-Rhône-Alpes,73400,1997
Festival jazz du vigan,Musique,Annuelle,Avril,"43.9886565575,3.62522883405",Le Vigan,Occitanie,30120,2010
Interstice,Divers,Annuelle,Avril,"49.1847936737,-0.369801713036",Caen,Normandie,14000,2006
Nuits métis,Musique,Annuelle,Juin,"43.5842134124,5.01384348574",Miramas,Provence-Alpes-Côte d'Azur,13140,1994
See you in the pit,Musique,Annuelle,Juin,"43.5716282319,3.83221847952",St Jean De Vedas,Occitanie,34430,2011
Essonne en scène par les francofolies,Musique,Annuelle,Juin,"48.5167739657,2.21800082924",Chamarande,Île-de-France,91730,2019
Summer stadium festival,Musique,Annuelle,Juin,"43.2999009436,5.38227869795",Marseille,Provence-Alpes-Côte d'Azur,13001,2015
Nancyphonies,Musique,Annuelle,Juin,"48.6901995499,6.17588254434",Nancy,Grand Est,54000,
American saloon a tarbes,Théâtre,Annuelle,Septembre,"43.2347859635,0.0660093937851",Tarbes,Occitanie,65000,2015
Festival harmonica ampoigne,Musique,Annuelle,Septembre,"47.8051436119,-0.823338302617",Ampoigne,Pays de la Loire,53200,2016
Marin marais,Musique,Annuelle,Septembre,"48.8626304852,2.33629344655",Paris,Île-de-France,75001,2006
Friendstival,Musique,Annuelle,Septembre,"49.0513737853,2.09487928948",Pontoise,Île-de-France,95300,2010
Crak,Musique,Annuelle,Septembre,"48.8626304852,2.33629344655",Paris,Île-de-France,75001,2012
Festival en arc,Théâtre,Annuelle,Septembre,"47.4628603881,5.58172003346",Arc Les Gray,Bourgogne-Franche-Comté,70100,2011
Festival d'automne de paris,Théâtre,Annuelle,Septembre,"48.8626304852,2.33629344655",Paris,Île-de-France,75001,1972
Clem'fest,Musique,Annuelle,Septembre,"48.2247837392,3.30677970985",St Clement,Bourgogne-Franche-Comté,89100,
Festival america de vincennes,Livre,Annuelle,Septembre,"48.8473732045,2.43798650741",Vincennes,Île-de-France,94300,2010
Cadences,Danse,Annuelle,Septembre,"44.6529002838,-1.17429790933",Arcachon,Nouvelle-Aquitaine,33120,2001
